0,1,2,3,4
0,0.23307867348194122,-0.24579229950904846,-0.08218179643154144,-0.08218179643154144,0.044434379786252975
1,0.24951496720314026,-0.287403404712677,-0.07513414323329926,-0.07513414323329926,0.04570071026682854
2,-0.3148929476737976,0.26122817397117615,-0.07015328109264374,-0.07015328109264374,0.0478113517165184
3,-0.33653804659843445,0.2684054672718048,-0.06634257733821869,-0.06634257733821869,0.05105985701084137
4,-0.3510027527809143,0.2776517868041992,-0.06417940557003021,-0.06417940557003021,0.05482020601630211
5,-0.3661722242832184,0.2828196585178375,0.05727142095565796,-0.06274279952049255,-0.06274279952049255
6,-0.37770283222198486,0.2914396822452545,0.05921931564807892,-0.06097092479467392,-0.06097092479467392
7,-0.3883785307407379,0.3002666234970093,0.060826703906059265,-0.05996260046958923,-0.05996260046958923
8,-0.39923009276390076,0.30742916464805603,0.06249483302235603,-0.059375256299972534,-0.059375256299972534
9,-0.40703898668289185,0.3165324330329895,0.0632823258638382,-0.05939895659685135,-0.05939895659685135
