0,1,2,3,4
0,-0.2956991493701935,-0.09893076866865158,-0.0313614085316658,0.06074889376759529,0.15562424063682556
1,-0.2949086129665375,-0.0984722450375557,-0.03110664337873459,0.06083665415644646,0.15700016915798187
2,-0.2943636178970337,-0.09804640710353851,-0.030603840947151184,0.060993362218141556,0.16083672642707825
3,-0.29389727115631104,-0.097699835896492,-0.03002244234085083,0.06108137220144272,0.16592839360237122
4,-0.29336273670196533,-0.09739022701978683,-0.029551910236477852,0.06115354597568512,0.17103463411331177
5,-0.2931143641471863,-0.0971895083785057,-0.02916502207517624,0.06120309606194496,0.17614899575710297
6,-0.29312941431999207,-0.09711724519729614,-0.029098911210894585,0.06123607978224754,0.1800357550382614
7,-0.29323264956474304,-0.09710868448019028,-0.029151087626814842,0.06126982718706131,0.18402142822742462
8,-0.2934650182723999,-0.0971238985657692,-0.029317937791347504,0.06123166158795357,0.1877777874469757
9,-0.293670654296875,-0.09706474095582962,-0.029499687254428864,0.0612332858145237,0.1912316232919693
