0,1,2,3,4
0,-0.3610270321369171,-0.2404036968946457,-0.036082878708839417,0.1280934065580368,0.21830672025680542
1,-0.41953134536743164,-0.31267157196998596,-0.032961927354335785,0.13318534195423126,0.23334777355194092
2,-0.4592166543006897,-0.36470934748649597,-0.031036799773573875,0.13684669137001038,0.24897511303424835
3,-0.49359002709388733,-0.4025222957134247,-0.029449043795466423,0.13950057327747345,0.263297438621521
4,-0.5238998532295227,-0.4342595040798187,-0.028435803949832916,0.1416851431131363,0.27572861313819885
5,-0.552053689956665,-0.4598899185657501,-0.027473974972963333,0.1438572257757187,0.28559818863868713
6,-0.57429438829422,-0.4840773046016693,-0.026592038571834564,0.14577390253543854,0.29755550622940063
7,-0.5971183776855469,-0.5042131543159485,-0.026174014434218407,0.14722225069999695,0.30505087971687317
8,-0.6157379150390625,-0.5252110362052917,-0.02545456402003765,0.14859184622764587,0.31254568696022034
9,-0.6338584423065186,-0.5423249006271362,-0.024805083870887756,0.14985208213329315,0.3199215233325958
