0,1,2,3,4
0,0.21776197850704193,-0.18074679374694824,-0.1465456485748291,0.09671392291784286,0.046104796230793
1,0.27234703302383423,-0.1994245946407318,-0.141024649143219,0.08604010939598083,0.05129249021410942
2,0.3113042116165161,-0.2120688259601593,-0.13802345097064972,0.06145751476287842,0.06145751476287842
3,0.3354596495628357,-0.22169381380081177,-0.13632692396640778,0.05471471697092056,0.05471471697092056
4,0.3614068627357483,-0.2297358512878418,-0.13599035143852234,0.04923609644174576,0.04923609644174576
5,0.3767097592353821,-0.2379741668701172,-0.1359018087387085,0.044037893414497375,0.044037893414497375
6,0.3899132013320923,-0.24519962072372437,-0.13631509244441986,0.0395103320479393,0.0395103320479393
7,0.40402108430862427,-0.25248584151268005,-0.13727611303329468,0.0359358936548233,0.0359358936548233
8,0.41829565167427063,-0.25991979241371155,-0.13822567462921143,0.03300701081752777,0.03300701081752777
9,0.4297693371772766,-0.2667739987373352,-0.1392492800951004,0.030322719365358353,0.030322719365358353
