0,1,2,3,4
0,-0.21039199829101562,-0.1298140287399292,-0.02067014016211033,0.02466544508934021,0.19905661046504974
1,-0.20960849523544312,-0.1600198596715927,0.005036784801632166,0.05324387177824974,0.2191837728023529
2,-0.2109609842300415,-0.20429499447345734,0.012496383860707283,0.09432925283908844,0.2628706991672516
3,-0.25146546959877014,-0.2087453007698059,0.016222169622778893,0.11608664691448212,0.3149896562099457
4,-0.2900834381580353,-0.20873576402664185,0.01854092814028263,0.1257067173719406,0.35862451791763306
5,-0.3230724334716797,-0.20859473943710327,0.020264048129320145,0.1304323971271515,0.3921360373497009
6,-0.3516000509262085,-0.20833700895309448,0.021571915596723557,0.13298265635967255,0.41844192147254944
7,-0.3770004212856293,-0.20802800357341766,0.022562731057405472,0.1343226581811905,0.4395064413547516
8,-0.399454265832901,-0.20773284137248993,0.023222245275974274,0.13438083231449127,0.4554516077041626
9,-0.42022424936294556,-0.20741048455238342,0.023677539080381393,0.13397203385829926,0.4684564471244812
