0,1,2,3,4,5,6,7,8,9
0,-0.051005423069000244,-0.030706703662872314,-0.029108932241797447,-0.015104852616786957,-0.008602255955338478,-0.005776605103164911,6.234601460164413e-05,0.031021637842059135,0.03225874900817871,0.0650673508644104
1,-0.06032872200012207,-0.05881031975150108,-0.03803258389234543,-0.020951436832547188,-0.0065408870577812195,-0.005845485255122185,-0.0013973726890981197,0.04386114329099655,0.04567069187760353,0.09048033505678177
2,-0.08111944049596786,-0.06552410125732422,-0.04270873963832855,-0.025326324626803398,-0.009133866056799889,-0.00752109894528985,0.002178949536755681,0.05325356125831604,0.053418438881635666,0.1105879694223404
3,-0.10017058998346329,-0.0700509324669838,-0.04361949488520622,-0.02873178943991661,-0.012575914151966572,-0.007970989681780338,0.0037843408063054085,0.059358809143304825,0.06030677258968353,0.1277751624584198
4,-0.11560916155576706,-0.07414237409830093,-0.04442469775676727,-0.030748359858989716,-0.015056461095809937,-0.00903558824211359,0.005674716550856829,0.06305117160081863,0.06563221663236618,0.142764151096344
5,-0.12922774255275726,-0.07713719457387924,-0.04365904629230499,-0.033294565975666046,-0.017512217164039612,-0.010943588800728321,0.006003317888826132,0.06544423848390579,0.07185901701450348,0.1565735638141632
6,-0.14002293348312378,-0.08061368018388748,-0.04384290799498558,-0.03505152091383934,-0.018568646162748337,-0.011802059598267078,0.0056526558473706245,0.06716158986091614,0.07737559080123901,0.16781774163246155
7,-0.15007616579532623,-0.08286485075950623,-0.043403059244155884,-0.036762505769729614,-0.02005396969616413,-0.013667712919414043,0.005569244734942913,0.06972312182188034,0.08078649640083313,0.1788552850484848
8,-0.1583225578069687,-0.08496922999620438,-0.04246971383690834,-0.03831841051578522,-0.02161136083304882,-0.01452581211924553,0.005390074569731951,0.07023435831069946,0.08475734293460846,0.18794120848178864
9,-0.1655263602733612,-0.08803490549325943,-0.042614616453647614,-0.03919651731848717,-0.02268211916089058,-0.015397648327052593,0.004531255457550287,0.0715622752904892,0.08804275095462799,0.1974218338727951
