0,1,2,3,4
0,-0.11306318640708923,-0.11306318640708923,-0.025465600192546844,0.1462768316268921,0.1462768316268921
1,-0.11798670887947083,-0.11798670887947083,-0.027934126555919647,0.18405744433403015,0.18405744433403015
2,-0.12252849340438843,-0.12252849340438843,-0.030267322435975075,0.20366469025611877,0.20366469025611877
3,-0.12722505629062653,-0.12722505629062653,-0.030235907062888145,0.20079588890075684,0.22551611065864563
4,-0.13141338527202606,-0.13141338527202606,-0.02940894290804863,0.21821340918540955,0.21821340918540955
5,-0.1351144015789032,-0.1351144015789032,-0.029037678614258766,0.22209355235099792,0.22209355235099792
6,-0.13912761211395264,-0.13912761211395264,-0.0286893080919981,0.22269995510578156,0.22269995510578156
7,-0.14308851957321167,-0.14308851957321167,-0.028537927195429802,0.22226127982139587,0.22226127982139587
8,-0.1470298171043396,-0.1470298171043396,-0.02837955765426159,0.22123226523399353,0.22123226523399353
9,-0.15015119314193726,-0.15015119314193726,-0.028293708339333534,0.21972769498825073,0.21972769498825073
