0,1,2,3,4
0,-0.3070222735404968,-0.09943866729736328,-0.03081943653523922,0.0609506331384182,0.17165009677410126
1,-0.34707924723625183,-0.0994618758559227,-0.02785077877342701,0.0629245787858963,0.22919097542762756
2,-0.39084482192993164,-0.09882445633411407,-0.02626560628414154,0.06384321302175522,0.29269030690193176
3,-0.4262202978134155,-0.09821817278862,-0.025840096175670624,0.06433120369911194,0.3423454463481903
4,-0.45537111163139343,-0.0977553278207779,-0.02573060803115368,0.06488114595413208,0.3806877136230469
5,-0.4804796874523163,-0.09739743173122406,-0.025738682597875595,0.06540120393037796,0.4111208915710449
6,-0.5019150376319885,-0.09705887734889984,-0.025724640116095543,0.065981924533844,0.4367682635784149
7,-0.5214535593986511,-0.09675930440425873,-0.025660846382379532,0.06678220629692078,0.4591420292854309
8,-0.538899302482605,-0.096505306661129,-0.02559266984462738,0.06761340796947479,0.4782574772834778
9,-0.5550668239593506,-0.09634360671043396,-0.025548512116074562,0.06850315630435944,0.494278222322464
